lat,lon,p_human,p_ship
37.521265,126.326509,0.05706675868681398,0.0867649523210971
37.52123819896235,126.32646353798177,0.017152165622510308,0.03905679038429245
37.5212113979247,126.32641807596353,0.08338968626360765,0.05622790301824693
37.52118459688705,126.3263726139453,0.08936130796833974,0.08579495266141574
37.521157795849405,126.32632715192706,0.01899389542047968,0.034267706479145364
37.52113099481175,126.32628168990883,0.035213195402661414,0.013248034236995932
37.5211041937741,126.32623622789059,0.07856017618643589,0.00788643851007197
37.52107739273645,126.32619076587235,0.26970609854442823,0.06269731666130647
37.5210505916988,126.32614530385412,0.06035484222912185,0.06632166017674282
37.521023790661154,126.32609984183588,0.027623882849726278,0.022523711017120186
37.520996989623505,126.32605437981765,0.05178674741970474,0.08828372065469056
37.520970188585856,126.32600891779941,0.013786923756210613,0.08452256633884475
37.52094338754821,126.32596345578118,0.0994317901154097,0.06500800203344786
37.52091658651055,126.32591799376294,0.05787895354754169,0.02011011310702957
37.5208897854729,126.32587253174471,0.05419617722295936,0.02057782984573331
37.520862984435254,126.32582706972647,0.08079201509879172,0.08295081171858676
37.520836183397606,126.32578160770824,0.03572243428207879,0.0482970216023331
37.52080938235996,126.32573614569,0.3030894733677679,0.04588944006890762
37.52078258132231,126.32569068367177,0.0830277712198797,0.9506752724895399
37.52075578028466,126.32564522165353,0.09224693725672237,0.8811604192481929
37.52072897924701,126.3255997596353,0.010284749316074948,0.05804088148847675
37.52070217820936,126.32555429761706,0.08904798691284314,0.07093831888931777
37.520675377171706,126.32550883559882,0.02755725448969536,0.012280563769211406
37.52064857613406,126.32546337358059,0.016430312402017023,0.017162571228844282
37.52062177509641,126.32541791156235,0.048763522220572814,0.08341632905653583
37.52059497405876,126.32537244954412,0.05215481923258594,0.06929866435581086
37.52056817302111,126.32532698752588,0.022393660350197766,0.031235596173803462
37.52054137198346,126.32528152550765,0.012043366012729241,0.00293311283198241
37.520514570945814,126.3252360634894,0.0138009568258896,0.062329332832971096
37.520487769908165,126.32519060147116,0.01782769225361517,0.033118564358472394
37.52046096887051,126.32514513945293,0.08775873246276349,0.03845008609227352
